legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,avian_id,uid,call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin
PammelCourt_54,pammelcourt54,pammelcourt,simple,,0,RS7_4_12_b11_f14_1962Report001.tif,rs7_4_12_b11_f14_1962report001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_12_b11_f14_1962report001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_12_b11_f14_1962report001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_12_b11_f14_1962report001_th.jpg,,,,,Special report from Mayor,https://n2t.net/ark:/87292/w9sg6j,,,RS 7/4/12,Julian C. Schilletter Papers,https://n2t.net/ark:/87292/w91f50,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Pammel Court residents elected their first mayor and council in 1946. As Pammel's community leader, the mayor would write an annual report detailing the activities of the administration. These reports often included information on sanitation issues, safety concerns, street paving projects, and community amenities.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,administrative reports,http://vocab.getty.edu/aat/300027268,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1962,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_56,pammelcourt56,pammelcourt,simple,,0,RS7_4_H_b473_f8_CoOpThanksgiving_1200dpi.tif,rs7_4_h_b473_f8_coopthanksgiving_1200dpi.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_h_b473_f8_coopthanksgiving_1200dpi.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_h_b473_f8_coopthanksgiving_1200dpi_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_h_b473_f8_coopthanksgiving_1200dpi_th.jpg,,,,,Harry and Elizabeth Tullis and two children on Thanksgiving Day,https://n2t.net/ark:/87292/w9np4m,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,Harry and Elizabeth and their two children on Thanksgiving Day.,,zxx,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1948,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_59,pammelcourt59,pammelcourt,simple,,0,30.tif,30.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/30.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/30_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/30_th.jpg,,,,,Trailer in the snow,https://n2t.net/ark:/87292/w9j01n,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"An image depicting a Pammel Court unit in winter. A car is parked in the driveway. In the late 1940s, Pammel Court's trailer units did not have sewer access. Annotation: ""356-A. Pammel Court, Iowa State, Ames, Iowa. Home of Leo and Margaret Diterding. 1945-1949. We had access to water and utility trailer 1/2 city block away.""",,zxx,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1946,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_61,pammelcourt61,pammelcourt,simple,,0,RS7_4_12_b11_f17_PammelCt001.tif,rs7_4_12_b11_f17_pammelct001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_12_b11_f17_pammelct001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_12_b11_f17_pammelct001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_12_b11_f17_pammelct001_th.jpg,,,,,Pammel Court for married student,https://n2t.net/ark:/87292/w9d595,,,RS 7/4/12,Julian C. Schilletter Papers,https://n2t.net/ark:/87292/w91f50,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University. Department of Residence,,,,,,,,,,"Married students looking for campus housing received brochures such as this, outlining floor plans and rental prices for Pammel Court. During Pammel Court's existence from 1946 to the late 1990s, housing units would often be replaced, but the low rental rates were a constant. From 1946 to the early 1960s, military service veterans were given priority to Pammel Court's housing. With veterans utilizing funds through the G.I. Bill, saving on costs was a concern. Not surprisingly, Pammel Court proved a popular housing choice, despite the small living quarters it offered.",,eng,,,,,,Student housing;Married students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/1010696,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,brochures,http://vocab.getty.edu/aat/300248280,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-12-26,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_62,pammelcourt62,pammelcourt,simple,,0,RS7_4_I_b489_f3_TrailerCt001.tif,rs7_4_i_b489_f3_trailerct001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_i_b489_f3_trailerct001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_i_b489_f3_trailerct001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_i_b489_f3_trailerct001_th.jpg,,,,,Trailer Court Collage,https://n2t.net/ark:/87292/w98g6w,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"An image depicting trailer court, located in Pammel Court, located on Iowa State University campus.",,zxx,,,,,,,,Iowa--Story County;Iowa,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_63,pammelcourt63,pammelcourt,simple,,0,07-04-I_DeptRes_0489-003-003.tif,07-04-i_deptres_0489-003-003.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-003-003.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-003-003_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-003-003_th.jpg,,,,,May Daze pony ride,https://n2t.net/ark:/87292/w94s3m,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"Pammel Court May Daze."" In 1947, Pammel Court families organized a May celebration that featured activities such as the pony ride illustrated in the photograph.",,zxx,,,,,,,,Iowa--Story County;Iowa,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1947,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_64,pammelcourt64,pammelcourt,simple,,0,07-04-I_DeptRes_0489-003-004.tif,07-04-i_deptres_0489-003-004.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-003-004.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-003-004_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-003-004_th.jpg,,,,,Two women outside trailer,https://n2t.net/ark:/87292/w91010,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"Two women stand outside a trailer, located in Pammel Court, on Iowa State University's campus.",,zxx,,,,,,,,Iowa--Story County;Iowa,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_65,pammelcourt65,pammelcourt,simple,,0,07-04-I_DeptRes_0489-002-005.tif,07-04-i_deptres_0489-002-005.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-002-005.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-002-005_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-002-005_th.jpg,,,,,Children on play equipment,https://n2t.net/ark:/87292/w9w885,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"Play equipment built for Pammel Court Children."" Children at play was a common sight within Pammel Court. Although the Pammel units were in close proximity to one another, there was a small yard space for each unit. At some units, the yards were enclosed with chicken wire fencing to provide children with a safe play area. Note the young child standing atop the storage shed.",,zxx,,,,,,,,Iowa--Story County;Iowa,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_66,pammelcourt66,pammelcourt,simple,,0,07-04-I_DeptRes_0489-003-002.tif,07-04-i_deptres_0489-003-002.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-003-002.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-003-002_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-003-002_th.jpg,,,,,Snow scene with cross country skier,https://n2t.net/ark:/87292/w9rg67,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"In addition to school work and family life, the weather was a major concern of Pammel Court residents. As surplus military housing, many of the units on Pammel did not have proper insulation for the winter months. Throughout the late 1940s and 1950s, Pammel residents would lobby Iowa State officials to provide better insulation for the units.",,zxx,,,,,,,,Iowa--Story County;Iowa,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_67,pammelcourt67,pammelcourt,simple,,0,07-04-I_DeptRes_489-002-002.tif,07-04-i_deptres_489-002-002.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_489-002-002.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_489-002-002_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_489-002-002_th.jpg,,,,,Pammel Court unit in winter,https://n2t.net/ark:/87292/w9ms3z,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"An image depicting a Pammel court unit in winter. In addition to poor insulation, another problem in keeping the units warm was that the houses either sat directly on a concrete slab or were on a foundation several inches from ground level.",,zxx,,,,,,,,Iowa--Story County;Iowa,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
